	#Component	completeness			connectivity			completeness				connectivity				edge Num				oracle	#false negative 				false negative rate			
		dynamic	manual	whole	dynamic	manual	whole	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator	whole	ICCBot	IC3	IC3-dial	Gator	ICCBot	IC3	IC3-dial	Gator
theme.huawei.nova3i.romantic.cloud.honor.note10.android.ios12.iphone.launcher.wallpaper	6	0.21	0.21	0.21	0.00	0.00	0.00	0.54	0.50	0.50	0.42	1.33	0.67	0.67	0.33	4	2	2	1	0	0	0	0	0	0.00	0.00	0.00	0.00
tpq.placement.tcsplacement	3	0.25	0.25	0.25	0.00	0.00	0.00	0.67	0.25	0.25	0.25	0.67	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.bestcypruscar.mitsubishi2	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.applock.security.password.master	44	0.07	0.07	0.07	0.00	0.00	0.00	0.55	0.07	0.07	0.38	5.59	0.00	0.00	9.77	123	0	0	215	0	0	0	0	0	0.00	0.00	0.00	0.00
uk.calcal.taxonly	7	0.11	0.11	0.11	0.00	0.00	0.00	0.11	0.11	0.11	0.11	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
no.medierogledelse.dagligvarehandelen	61	0.04	0.04	0.04	0.00	0.00	0.00	0.06	0.04	0.04	0.04	0.13	0.00	0.00	0.00	4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
de.starfm.android	8	0.16	0.16	0.16	0.00	0.00	0.00	0.47	0.50	0.50	0.16	1.25	2.00	2.00	0.00	5	8	8	0	0	0	0	0	0	0.00	0.00	0.00	0.00
air.com.TheParodyNetwork.FlabbyFairy	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
cn.zzm.account	10	0.08	0.08	0.08	0.00	0.00	0.00	0.70	0.90	0.90	0.80	2.00	2.60	2.60	2.20	10	13	13	11	0	0	0	0	0	0.00	0.00	0.00	0.00
com.cvb.members	212	0.01	0.01	0.01	0.00	0.00	0.00	0.46	0.01	0.01	0.01	3.63	0.00	0.00	0.00	385	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
io.pushpay.harvestchristianfellowship	20	0.13	0.13	0.13	0.00	0.00	0.00	0.21	0.13	0.13	0.13	0.60	0.00	0.00	0.00	6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.appractica.airportufa	2	0.38	0.38	0.38	0.00	0.00	0.00	0.38	0.38	0.38	0.38	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.abrilele.magia	2	0.38	0.38	0.38	0.00	0.00	0.00	0.38	0.38	0.38	0.38	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.cook.catalog.database.fruitcake.recipes.free.offline.apps	9	0.11	0.11	0.11	0.00	0.00	0.00	0.56	0.11	0.58	0.42	2.89	0.00	3.11	1.33	13	0	14	6	0	0	0	0	0	0.00	0.00	0.00	0.00
fr.monmarche.app	19	0.07	0.07	0.07	0.00	0.00	0.00	0.20	0.07	0.07	0.41	0.53	0.00	0.00	3.58	5	0	0	34	0	0	0	0	0	0.00	0.00	0.00	0.00
com.djit.bassboostforandroidfree	60	0.12	0.12	0.12	0.00	0.00	0.00	0.32	0.12	0.12	0.16	1.03	0.00	0.00	0.07	31	0	0	2	0	0	0	0	0	0.00	0.00	0.00	0.00
appinventor.ai_cleviodepok03.Project_Flood_Final	4	0.38	0.38	0.38	0.00	0.00	0.00	0.38	0.38	0.38	0.38	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
tools.app.volume.super.loud	5	0.15	0.15	0.15	0.00	0.00	0.00	1.00	1.00	1.00	0.40	3.20	1.60	1.60	0.40	8	4	4	1	0	0	0	0	0	0.00	0.00	0.00	0.00
app.donatepal.app	16	0.13	0.13	0.13	0.00	0.00	0.00	0.33	0.13	0.13	0.13	1.25	0.00	0.00	0.00	10	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
net.jp.apps.minorumatsuda19.appranger	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ardigoplay.bouleandbill	37	0.05	0.05	0.05	0.00	0.00	0.00	0.50	0.05	0.05	0.64	4.16	0.00	0.00	11.73	77	0	0	217	0	0	0	0	0	0.00	0.00	0.00	0.00
me.zhanghai.android.effortlesspermissions.sample	3	0.25	0.25	0.25	0.00	0.00	0.00	0.67	0.67	0.67	0.67	0.67	0.67	0.67	0.67	1	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
io.ionic.durga2018	2	0.50	0.50	0.50	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.countit	4	0.31	0.31	0.31	0.00	0.00	0.00	0.56	0.56	0.56	0.56	0.50	0.50	0.50	0.50	1	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
br.com.netviewinformatica.AudECheck	29	0.04	0.04	0.04	0.00	0.00	0.00	0.91	0.04	0.04	0.27	6.28	0.00	0.00	2.76	91	0	0	40	0	0	0	0	0	0.00	0.00	0.00	0.00
com.blujit.mileagetracker	33	0.27	0.27	0.27	0.00	0.00	0.00	0.31	0.27	0.27	1.00	2.18	0.00	0.00	9.70	36	0	0	160	0	0	0	0	0	0.00	0.00	0.00	0.00
jinnat.o.shyatin.salsabeeiAhmedSheraz	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.cantari.crestine	7	0.11	0.11	0.11	0.00	0.00	0.00	1.00	1.00	1.00	0.32	3.14	3.43	3.43	1.71	11	12	12	6	0	0	0	0	0	0.00	0.00	0.00	0.00
com.app_iconikrealm.layout	20	0.06	0.06	0.06	0.00	0.00	0.00	0.35	0.29	0.06	0.23	2.30	3.70	0.00	8.10	23	37	0	81	0	0	0	0	0	0.00	0.00	0.00	0.00
candy.movies.online	8	0.13	0.13	0.13	0.00	0.00	0.00	0.91	0.34	0.34	0.19	2.25	0.50	0.50	0.25	9	2	2	1	0	0	0	0	0	0.00	0.00	0.00	0.00
fm.radio.mobile.android.morroco	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	0.38	1.00	0.38	1.00	0.00	1.00	0.00	1	0	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.andromo.dev341420.app411281	6	0.17	0.17	0.17	0.00	0.00	0.00	0.42	0.42	0.42	0.17	1.33	1.33	1.67	0.00	4	4	5	0	0	0	0	0	0	0.00	0.00	0.00	0.00
org.joa.zipperplus7	213	0.04	0.04	0.04	0.00	0.00	0.00	0.69	0.04	0.04	0.04	3.12	0.00	0.00	0.00	332	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.bottlegames.sniper3d	7	0.14	0.14	0.14	0.00	0.00	0.00	0.14	0.14	0.14	0.14	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.campmobile.android.moot	131	0.03	0.03	0.03	0.00	0.00	0.00	0.43	0.03	0.03	0.68	6.17	0.00	0.00	124.26	404	0	0	8139	0	0	0	0	0	0.00	0.00	0.00	0.00
com.albarakat.scooby_doo_cartoon_video_film_comedy_atfal_rossom_motaharika	5	0.15	0.15	0.15	0.00	0.00	0.00	0.85	0.15	0.15	0.50	3.20	0.00	0.00	2.40	8	0	0	6	0	0	0	0	0	0.00	0.00	0.00	0.00
co.shield.zwfea	207	0.03	0.03	0.03	0.00	0.00	0.00	0.36	0.03	0.03	0.03	4.84	0.00	0.00	0.00	501	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
gallery.photomanager.picturegalleryapp.imagegallery	24	0.04	0.04	0.04	0.00	0.00	0.00	0.42	0.04	0.04	0.23	2.50	0.00	0.00	4.08	30	0	0	49	0	0	0	0	0	0.00	0.00	0.00	0.00
br.com.winker.wl.apice	8	0.19	0.19	0.19	0.00	0.00	0.00	0.41	0.19	0.31	0.19	1.00	0.00	4.25	0.00	4	0	17	0	0	0	0	0	0	0.00	0.00	0.00	0.00
kenneth.fundmanager	5	0.15	0.15	0.15	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.40	0.40	1	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
nl.firstelement.ibi	5	0.15	0.15	0.15	0.00	0.00	0.00	0.15	0.15	0.15	0.15	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
the.sanmobapps.android.civilcompletegateexam	54	0.03	0.03	0.03	0.00	0.00	0.00	0.53	0.06	0.03	0.29	1.56	0.33	0.00	1.52	42	9	0	41	0	0	0	0	0	0.00	0.00	0.00	0.00
naveen.dailyfinanceexpenses	29	0.08	0.08	0.08	0.00	0.00	0.00	0.88	0.29	0.85	0.78	1.86	1.66	1.72	1.45	27	24	25	21	0	0	0	0	0	0.00	0.00	0.00	0.00
bestvalleygames.turningvalley	9	0.19	0.19	0.19	0.00	0.00	0.00	0.33	0.42	0.42	0.19	0.22	0.67	0.67	0.00	1	3	3	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.asemob.radioapp.Poland	6	0.13	0.13	0.13	0.00	0.00	0.00	0.83	0.13	0.29	0.13	2.00	0.00	1.00	0.00	6	0	3	0	0	0	0	0	0	0.00	0.00	0.00	0.00
cn.com.vau	0	NaN	NaN	NaN	0.00	0.00	0.00	NaN	NaN	NaN	NaN	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
appinventor.ai_lusaheva.Traductor	2	0.38	0.38	0.38	0.00	0.00	0.00	0.38	0.38	0.38	0.38	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.allvins.android.FiveDialer	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	0.25	0.25	0.25	2.00	0.00	0.00	0.00	3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
eplusmoment.ds.dfd	7	0.14	0.14	0.14	0.00	0.00	0.00	1.00	1.00	1.00	1.00	2.86	2.86	2.86	3.14	10	10	10	11	0	0	0	0	0	0.00	0.00	0.00	0.00
com.a10971762835055b982e08827a.a09553500a	5	0.15	0.15	0.15	0.00	0.00	0.00	0.35	0.35	0.35	0.25	1.60	1.60	1.60	0.80	4	4	4	2	0	0	0	0	0	0.00	0.00	0.00	0.00
roche.checkersgame	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.appreka.ICCBotcoop	48	0.02	0.02	0.02	0.00	0.00	0.00	0.77	0.02	0.02	0.15	3.17	0.00	0.00	1.00	76	0	0	24	0	0	0	0	0	0.00	0.00	0.00	0.00
com.bluecurrant.android	13	0.06	0.06	0.06	0.00	0.00	0.00	0.27	0.27	0.06	0.06	3.08	1.54	0.00	0.00	20	10	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.andromo.dev601172.app657731	8	0.09	0.09	0.09	0.00	0.00	0.00	0.41	0.09	0.09	0.53	1.50	0.00	0.00	4.25	6	0	0	17	0	0	0	0	0	0.00	0.00	0.00	0.00
tw.com.hostingservice24.emay_app	15	0.05	0.05	0.05	0.00	0.00	0.00	0.08	0.08	0.08	0.05	0.13	0.27	0.27	0.00	1	2	2	0	0	0	0	0	0	0.00	0.00	0.00	0.00
dk.amproduction.rebild	21	0.04	0.04	0.04	0.00	0.00	0.00	0.33	0.23	0.04	0.21	1.81	1.24	0.00	1.05	19	13	0	11	0	0	0	0	0	0.00	0.00	0.00	0.00
cn.dreamjet.newplanet.android	0	NaN	NaN	NaN	0.00	0.00	0.00	NaN	NaN	NaN	NaN	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
learnenglish.baby_kids	9	0.11	0.11	0.11	0.00	0.00	0.00	0.94	0.11	0.11	0.31	3.11	0.00	0.00	2.67	14	0	0	12	0	0	0	0	0	0.00	0.00	0.00	0.00
air.ar.com.ilmaregames.bubblerFree	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
games.wawa	157	0.04	0.04	0.04	0.00	0.00	0.00	0.17	0.04	0.04	0.19	0.61	0.00	0.00	3.01	48	0	0	236	0	0	0	0	0	0.00	0.00	0.00	0.00
air.Ganaysa.PlayMathGames	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.barrydev.jumpingsheepfarm	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
net.HueMonuments.imappark	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.ac.plus	19	0.04	0.04	0.04	0.00	0.00	0.00	0.84	0.87	0.04	0.24	2.11	23.68	0.00	1.47	20	225	0	14	0	0	0	0	0	0.00	0.00	0.00	0.00
net.peakgames.mobile.canakokey.android	30	0.08	0.08	0.08	0.00	0.00	0.00	0.32	0.09	0.08	0.19	1.80	0.07	0.00	0.73	27	1	0	11	0	0	0	0	0	0.00	0.00	0.00	0.00
com.doordesignideas.tasukiapp	21	0.07	0.07	0.07	0.00	0.00	0.00	0.55	0.37	0.07	0.13	2.48	1.05	0.00	0.29	26	11	0	3	0	0	0	0	0	0.00	0.00	0.00	0.00
com.biaolmedomodas.playtienda	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
io.echurch.cgagcasagrande	9	0.22	0.22	0.22	0.00	0.00	0.00	0.61	0.39	0.39	0.22	1.78	1.11	3.78	0.00	8	5	17	0	0	0	0	0	0	0.00	0.00	0.00	0.00
br.com.app.gpu1893106.gpuc0273d6ac3519f8fb56602461d079fc9	19	0.05	0.05	0.05	0.00	0.00	0.00	0.13	0.05	0.05	0.05	0.42	0.00	0.00	0.00	4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.bmw.remote	29	0.03	0.03	0.03	0.00	0.00	0.00	0.50	0.25	0.03	0.03	7.66	17.24	0.00	0.00	111	250	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.bugmf48962.freetvbraziltelevisionguide	45	0.05	0.05	0.05	0.00	0.00	0.00	0.40	0.05	0.05	0.41	6.93	0.00	0.00	7.11	156	0	0	160	0	0	0	0	0	0.00	0.00	0.00	0.00
jgd.shival.chadda.sheroshayari	74	0.01	0.01	0.01	0.00	0.00	0.00	0.21	0.21	0.01	0.21	1.54	1.49	0.00	1.51	57	55	0	56	0	0	0	0	0	0.00	0.00	0.00	0.00
gameclub.fireballse	13	0.10	0.10	0.10	0.00	0.00	0.00	0.48	0.10	0.10	0.60	4.00	0.00	0.00	6.62	26	0	0	43	0	0	0	0	0	0.00	0.00	0.00	0.00
com.bromiumdev.dardshayari	15	0.07	0.07	0.07	0.00	0.00	0.00	0.73	0.47	0.07	0.17	3.07	2.27	0.00	0.80	23	17	0	6	0	0	0	0	0	0.00	0.00	0.00	0.00
jp.co.heibonsha.app.nara_koyomi	11	0.09	0.09	0.09	0.00	0.00	0.00	0.32	0.16	0.16	0.16	0.91	0.18	0.18	0.18	5	1	1	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.brastelremit	5	0.25	0.25	0.25	0.00	0.00	0.00	0.25	0.25	0.25	0.25	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.app.app1792028d7af6	57	0.05	0.05	0.05	0.00	0.00	0.00	0.72	0.21	0.05	0.21	1.79	1.51	0.00	0.91	51	43	0	26	0	0	0	0	0	0.00	0.00	0.00	0.00
com.atoz.alberteinsteinquotes	5	0.15	0.15	0.15	0.00	0.00	0.00	0.65	0.35	0.35	0.25	1.60	0.80	0.80	0.40	4	2	2	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.awalkthroughguides.walking	21	0.06	0.06	0.06	0.00	0.00	0.00	0.79	0.67	0.06	0.42	12.38	4.57	0.00	6.29	130	48	0	66	0	0	0	0	0	0.00	0.00	0.00	0.00
cz.anywhere.roxy	17	0.15	0.15	0.15	0.00	0.00	0.00	0.47	0.40	0.15	0.15	1.88	2.12	0.00	0.00	16	18	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.concapps.statensport	0	NaN	NaN	NaN	0.00	0.00	0.00	NaN	NaN	NaN	NaN	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
jp.komakuro.book3	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
lyrebird.moviemaker.garba.navratrimoviemaker	33	0.05	0.05	0.05	0.00	0.00	0.00	0.61	0.05	0.05	0.46	1.70	0.00	0.00	11.82	28	0	0	195	0	0	0	0	0	0.00	0.00	0.00	0.00
ke.co.malezi.chemshabongo	26	0.08	0.08	0.08	0.00	0.00	0.00	0.68	0.08	0.08	0.32	3.08	0.00	0.00	0.77	40	0	0	10	0	0	0	0	0	0.00	0.00	0.00	0.00
in.androidapplicationdotin.lovercall	2	0.38	0.38	0.38	0.00	0.00	0.00	1.00	1.00	1.00	0.38	1.00	1.00	1.00	0.00	1	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.bidatingapp.bisexualdatingsite	3	0.25	0.25	0.25	0.00	0.00	0.00	0.67	0.67	0.67	0.25	0.67	0.67	0.67	0.00	1	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.connectsupervistaapp	12	0.10	0.10	0.10	0.00	0.00	0.00	0.40	0.10	0.10	0.50	2.33	0.00	0.00	7.83	14	0	0	47	0	0	0	0	0	0.00	0.00	0.00	0.00
photoappzone.gif.kissescolletion	7	0.11	0.11	0.11	0.00	0.00	0.00	0.71	0.11	0.11	0.75	1.14	0.00	0.00	1.71	4	0	0	6	0	0	0	0	0	0.00	0.00	0.00	0.00
lv.HoursOfService	48	0.05	0.05	0.05	0.00	0.00	0.00	0.78	0.05	0.05	0.19	5.38	0.00	0.00	0.46	129	0	0	11	0	0	0	0	0	0.00	0.00	0.00	0.00
io.apptizer.standalone.pkgBIZ_1nq4dack3a9	46	0.05	0.05	0.05	0.00	0.00	0.00	0.74	0.08	0.05	0.29	5.30	0.09	0.00	1.17	122	2	0	27	0	0	0	0	0	0.00	0.00	0.00	0.00
net.lottery.florida	5	0.20	0.20	0.20	0.00	0.00	0.00	0.70	0.20	0.20	0.20	2.00	0.00	0.00	0.00	5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.calendar.japan.AOUZGDFXDKDBKRTH	3	0.42	0.42	0.42	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.33	4.00	4.00	1.33	2	6	6	2	0	0	0	0	0	0.00	0.00	0.00	0.00
quran.tilawatequran.SheikhNaifalfaisal	19	0.05	0.05	0.05	0.00	0.00	0.00	0.30	0.05	0.05	0.26	3.47	0.00	0.00	1.79	33	0	0	17	0	0	0	0	0	0.00	0.00	0.00	0.00
com.anipt.lwptyrannosaurusrex	10	0.05	0.05	0.05	0.00	0.00	0.00	0.05	0.18	0.18	0.18	0.00	0.40	0.40	0.40	0	2	2	2	0	0	0	0	0	0.00	0.00	0.00	0.00
pro.huobi	153	0.04	0.04	0.04	0.00	0.00	0.00	0.41	0.04	0.04	0.04	3.10	0.00	0.00	0.00	237	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
it.annabozzi.christmaswallpapers	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.codelabs.centrocomercialplazaimperial	10	0.13	0.13	0.13	0.00	0.00	0.00	0.30	0.18	0.13	0.18	0.80	0.20	0.00	0.20	4	1	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.dlmakerkit	26	0.04	0.04	0.04	0.00	0.00	0.00	0.48	0.04	0.04	0.18	1.62	0.00	0.00	1.15	21	0	0	15	0	0	0	0	0	0.00	0.00	0.00	0.00
tz.spvAfrica.tdc	7	0.11	0.11	0.11	0.00	0.00	0.00	0.71	0.89	0.89	0.57	1.71	6.00	6.00	0.86	6	21	21	3	0	0	0	0	0	0.00	0.00	0.00	0.00
kr.smartorder.krcc	13	0.08	0.08	0.08	0.00	0.00	0.00	0.79	0.33	0.33	0.13	3.38	0.92	0.92	0.31	22	6	6	2	0	0	0	0	0	0.00	0.00	0.00	0.00
au.com.meetmefreedatingapp.meetmefreedatingappandroid	10	0.10	0.10	0.10	0.00	0.00	0.00	0.90	0.90	0.10	0.83	9.20	10.00	0.00	8.60	46	50	0	43	0	0	0	0	0	0.00	0.00	0.00	0.00
io.cozy.drive.mobile	3	0.42	0.42	0.42	0.00	0.00	0.00	0.42	0.42	0.42	0.42	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.aarudhra.windenergy	3	0.25	0.25	0.25	0.00	0.00	0.00	1.00	0.67	0.67	0.25	1.33	0.67	0.67	0.00	2	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.appmk.book.AOVDMEHCGQBABIJDN	9	0.08	0.08	0.08	0.00	0.00	0.00	0.11	0.08	0.08	0.08	0.22	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
air.jp.co.studio.arcana.RegWoosh	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
fun.podcastworld.gtm	27	0.08	0.08	0.08	0.00	0.00	0.00	0.28	0.08	0.08	0.21	0.96	0.00	0.00	0.74	13	0	0	10	0	0	0	0	0	0.00	0.00	0.00	0.00
fr.playsoft.lefigarov3	51	0.07	0.07	0.07	0.00	0.00	0.00	0.40	0.26	0.07	0.17	2.59	2.31	0.00	0.63	66	59	0	16	0	0	0	0	0	0.00	0.00	0.00	0.00
apps.carphotoeditor.walkonfire	17	0.04	0.04	0.04	0.00	0.00	0.00	0.59	0.16	0.04	0.16	1.41	0.94	0.00	0.94	12	8	0	8	0	0	0	0	0	0.00	0.00	0.00	0.00
com.amirasaraf.colonymanager	37	0.02	0.02	0.02	0.00	0.00	0.00	0.77	0.02	0.02	0.27	2.92	0.00	0.00	6.49	54	0	0	120	0	0	0	0	0	0.00	0.00	0.00	0.00
com.dnd.bee	4	0.19	0.19	0.19	0.00	0.00	0.00	0.50	0.19	0.19	0.19	0.50	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.arcadeh.CrazyDentist	0	NaN	NaN	NaN	0.00	0.00	0.00	NaN	NaN	NaN	NaN	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
dk.saseco.esbjerg_forsyning	9	0.08	0.08	0.08	0.00	0.00	0.00	1.00	0.89	0.89	0.08	4.44	2.67	2.89	0.00	20	12	13	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.cheaptickets	79	0.05	0.05	0.05	0.00	0.00	0.00	0.23	0.05	0.05	0.05	1.11	0.00	0.00	0.00	44	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
de.auenickelodeon.android	25	0.05	0.05	0.05	0.00	0.00	0.00	0.13	0.05	0.05	0.53	0.40	0.00	0.00	1.36	5	0	0	17	0	0	0	0	0	0.00	0.00	0.00	0.00
com.dreamixstudio.DutchRunners	17	0.07	0.07	0.07	0.00	0.00	0.00	0.68	0.38	0.38	0.44	1.88	0.82	0.82	0.82	16	7	7	7	0	0	0	0	0	0.00	0.00	0.00	0.00
com.dinosaur.simulator.rampage	35	0.06	0.06	0.06	0.00	0.00	0.00	0.19	0.11	0.06	0.08	0.80	0.63	0.00	0.06	14	11	0	1	0	0	0	0	0	0.00	0.00	0.00	0.00
com.dosgroup.lta.genurauto	14	0.07	0.07	0.07	0.00	0.00	0.00	0.20	0.11	0.11	0.13	0.86	0.14	0.14	0.29	6	1	1	2	0	0	0	0	0	0.00	0.00	0.00	0.00
cinema.release.dates	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
telescope.binoculars.zoomzoom	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
net.bluumi.Blancabell	30	0.05	0.05	0.05	0.00	0.00	0.00	0.52	0.24	0.05	0.13	1.93	2.27	0.00	0.73	29	34	0	11	0	0	0	0	0	0.00	0.00	0.00	0.00
eir.lug.ru	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.apphitnow.commentforchild	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
app.id_077723f25bf8475e8a0eb8a19438f879	1	0.75	0.75	0.75	0.00	0.00	0.00	0.75	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.appsorama.fortunecookie	23	0.04	0.04	0.04	0.00	0.00	0.00	0.30	0.07	0.07	0.04	1.13	0.09	0.09	0.00	13	1	1	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.chownow.kokos	26	0.04	0.04	0.04	0.00	0.00	0.00	0.58	0.04	0.04	0.78	2.31	0.00	0.00	20.77	30	0	0	270	0	0	0	0	0	0.00	0.00	0.00	0.00
com.chrismetal.radio	10	0.08	0.08	0.08	0.00	0.00	0.00	0.77	0.08	0.08	0.18	6.00	0.00	0.00	0.60	30	0	0	3	0	0	0	0	0	0.00	0.00	0.00	0.00
br.com.andbank.privatebank	3	0.33	0.33	0.33	0.00	0.00	0.00	0.75	0.33	0.33	0.33	0.67	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00
com.alarm.event.manager	47	0.03	0.03	0.03	0.00	0.00	0.00	0.62	0.03	0.03	0.22	2.81	0.00	0.00	2.00	66	0	0	47	0	0	0	0	0	0.00	0.00	0.00	0.00
