app	tool	common	only	last
org.liberty.android.fantastischmemo	Gator&IC3@TP	IC3	0.49	0.04	0.47
org.liberty.android.fantastischmemo	Gator&IC3@All	Gator	0.42	0.09	0.49
org.liberty.android.fantastischmemo	Gator&IC3@All	IC3	0.42	0.49	0.09
org.liberty.android.fantastischmemo	Gator&IC3dial@TP	Gator	0.00	0.49	0.51
org.liberty.android.fantastischmemo	Gator&IC3dial@TP	IC3dial	0.00	0.00	1.00
org.liberty.android.fantastischmemo	Gator&IC3dial@All	Gator	0.00	1.00	0.00
org.liberty.android.fantastischmemo	Gator&IC3dial@All	IC3dial	0.00	0.00	1.00
org.liberty.android.fantastischmemo	Gator&A3E@TP	Gator	0.38	0.11	0.51
org.liberty.android.fantastischmemo	Gator&A3E@TP	A3E	0.38	0.04	0.58
org.liberty.android.fantastischmemo	Gator&A3E@All	Gator	0.51	0.26	0.23
org.liberty.android.fantastischmemo	Gator&A3E@All	A3E	0.51	0.23	0.26
org.liberty.android.fantastischmemo	Gator&Story@TP	Gator	0.49	0.00	0.51
org.liberty.android.fantastischmemo	Gator&Story@TP	Story	0.49	0.09	0.42
org.liberty.android.fantastischmemo	Gator&Story@All	Gator	0.72	0.13	0.15
org.liberty.android.fantastischmemo	Gator&Story@All	Story	0.72	0.15	0.13
org.liberty.android.fantastischmemo	Gator&ICCBot@TP	Gator	0.49	0.00	0.51
org.liberty.android.fantastischmemo	Gator&ICCBot@TP	ICCBot	0.49	0.16	0.36
org.liberty.android.fantastischmemo	Gator&ICCBot@All	Gator	0.50	0.09	0.41
org.liberty.android.fantastischmemo	Gator&ICCBot@All	ICCBot	0.50	0.41	0.09
org.liberty.android.fantastischmemo	IC3&IC3dial@TP	IC3	0.00	0.53	0.47
org.liberty.android.fantastischmemo	IC3&IC3dial@TP	IC3dial	0.00	0.00	1.00
org.liberty.android.fantastischmemo	IC3&IC3dial@All	IC3	0.00	1.00	0.00
org.liberty.android.fantastischmemo	IC3&IC3dial@All	IC3dial	0.00	0.00	1.00
org.liberty.android.fantastischmemo	IC3&A3E@TP	IC3	0.42	0.11	0.47
org.liberty.android.fantastischmemo	IC3&A3E@TP	A3E	0.42	0.00	0.58
org.liberty.android.fantastischmemo	IC3&A3E@All	IC3	0.42	0.50	0.08
org.liberty.android.fantastischmemo	IC3&A3E@All	A3E	0.42	0.08	0.50
org.liberty.android.fantastischmemo	IC3&Story@TP	IC3	0.51	0.02	0.47
org.liberty.android.fantastischmemo	IC3&Story@TP	Story	0.51	0.07	0.42
org.liberty.android.fantastischmemo	IC3&Story@All	IC3	0.45	0.47	0.08
org.liberty.android.fantastischmemo	IC3&Story@All	Story	0.45	0.08	0.47
org.liberty.android.fantastischmemo	IC3&ICCBot@TP	IC3	0.53	0.00	0.47
org.liberty.android.fantastischmemo	IC3&ICCBot@TP	ICCBot	0.53	0.11	0.36
org.liberty.android.fantastischmemo	IC3&ICCBot@All	IC3	0.49	0.31	0.20
org.liberty.android.fantastischmemo	IC3&ICCBot@All	ICCBot	0.49	0.20	0.31
org.liberty.android.fantastischmemo	IC3dial&A3E@TP	IC3dial	0.00	0.00	1.00
org.liberty.android.fantastischmemo	IC3dial&A3E@TP	A3E	0.00	0.42	0.58
org.liberty.android.fantastischmemo	IC3dial&A3E@All	IC3dial	0.00	0.00	1.00
org.liberty.android.fantastischmemo	IC3dial&A3E@All	A3E	0.00	1.00	0.00
org.liberty.android.fantastischmemo	IC3dial&Story@TP	IC3dial	0.00	0.00	1.00
org.liberty.android.fantastischmemo	IC3dial&Story@TP	Story	0.00	0.58	0.42
org.liberty.android.fantastischmemo	IC3dial&Story@All	IC3dial	0.00	0.00	1.00
org.liberty.android.fantastischmemo	IC3dial&Story@All	Story	0.00	1.00	0.00
org.liberty.android.fantastischmemo	IC3dial&ICCBot@TP	IC3dial	0.00	0.00	1.00
org.liberty.android.fantastischmemo	IC3dial&ICCBot@TP	ICCBot	0.00	0.64	0.36
org.liberty.android.fantastischmemo	IC3dial&ICCBot@All	IC3dial	0.00	0.00	1.00
org.liberty.android.fantastischmemo	IC3dial&ICCBot@All	ICCBot	0.00	1.00	0.00
org.liberty.android.fantastischmemo	A3E&Story@TP	A3E	0.40	0.02	0.58
org.liberty.android.fantastischmemo	A3E&Story@TP	Story	0.40	0.18	0.42
org.liberty.android.fantastischmemo	A3E&Story@All	A3E	0.57	0.19	0.24
org.liberty.android.fantastischmemo	A3E&Story@All	Story	0.57	0.24	0.19
org.liberty.android.fantastischmemo	A3E&ICCBot@TP	A3E	0.42	0.00	0.58
org.liberty.android.fantastischmemo	A3E&ICCBot@TP	ICCBot	0.42	0.22	0.36
org.liberty.android.fantastischmemo	A3E&ICCBot@All	A3E	0.63	0.00	0.37
org.liberty.android.fantastischmemo	A3E&ICCBot@All	ICCBot	0.63	0.37	0.00
org.liberty.android.fantastischmemo	Story&ICCBot@TP	Story	0.58	0.00	0.42
org.liberty.android.fantastischmemo	Story&ICCBot@TP	ICCBot	0.58	0.07	0.36
org.liberty.android.fantastischmemo	Story&ICCBot@All	Story	0.67	0.00	0.33
org.liberty.android.fantastischmemo	Story&ICCBot@All	ICCBot	0.67	0.33	0.00
AFWall+	Gator&IC3@TP	Gator	0.28	0.03	0.69
AFWall+	Gator&IC3@TP	IC3	0.28	0.45	0.28
AFWall+	Gator&IC3@All	Gator	0.06	0.04	0.90
AFWall+	Gator&IC3@All	IC3	0.06	0.90	0.04
AFWall+	Gator&IC3dial@TP	Gator	0.00	0.31	0.69
AFWall+	Gator&IC3dial@TP	IC3dial	0.00	0.00	1.00
AFWall+	Gator&IC3dial@All	Gator	0.00	1.00	0.00
AFWall+	Gator&IC3dial@All	IC3dial	0.00	0.00	1.00
AFWall+	Gator&A3E@TP	Gator	0.07	0.24	0.69
AFWall+	Gator&A3E@TP	A3E	0.07	0.10	0.83
AFWall+	Gator&A3E@All	Gator	0.13	0.69	0.19
AFWall+	Gator&A3E@All	A3E	0.13	0.19	0.69
AFWall+	Gator&Story@TP	Gator	0.28	0.03	0.69
AFWall+	Gator&Story@TP	Story	0.28	0.03	0.69
AFWall+	Gator&Story@All	Gator	0.53	0.33	0.13
AFWall+	Gator&Story@All	Story	0.53	0.13	0.33
AFWall+	Gator&ICCBot@TP	Gator	0.31	0.00	0.69
AFWall+	Gator&ICCBot@TP	ICCBot	0.31	0.66	0.03
AFWall+	Gator&ICCBot@All	Gator	0.22	0.00	0.78
AFWall+	Gator&ICCBot@All	ICCBot	0.22	0.78	0.00
AFWall+	IC3&IC3dial@TP	IC3	0.00	0.72	0.28
AFWall+	IC3&IC3dial@TP	IC3dial	0.00	0.00	1.00
AFWall+	IC3&IC3dial@All	IC3	0.00	1.00	0.00
AFWall+	IC3&IC3dial@All	IC3dial	0.00	0.00	1.00
AFWall+	IC3&A3E@TP	IC3	0.17	0.55	0.28
AFWall+	IC3&A3E@TP	A3E	0.17	0.00	0.83
AFWall+	IC3&A3E@All	IC3	0.04	0.96	0.00
AFWall+	IC3&A3E@All	A3E	0.04	0.00	0.96
AFWall+	IC3&Story@TP	IC3	0.28	0.45	0.28
AFWall+	IC3&Story@TP	Story	0.28	0.03	0.69
AFWall+	IC3&Story@All	IC3	0.07	0.92	0.01
AFWall+	IC3&Story@All	Story	0.07	0.01	0.92
AFWall+	IC3&ICCBot@TP	IC3	0.72	0.00	0.28
AFWall+	IC3&ICCBot@TP	ICCBot	0.72	0.24	0.03
AFWall+	IC3&ICCBot@All	IC3	0.19	0.62	0.19
AFWall+	IC3&ICCBot@All	ICCBot	0.19	0.19	0.62
AFWall+	IC3dial&A3E@TP	IC3dial	0.00	0.00	1.00
AFWall+	IC3dial&A3E@TP	A3E	0.00	0.17	0.83
AFWall+	IC3dial&A3E@All	IC3dial	0.00	0.00	1.00
AFWall+	IC3dial&A3E@All	A3E	0.00	1.00	0.00
AFWall+	IC3dial&Story@TP	IC3dial	0.00	0.00	1.00
AFWall+	IC3dial&Story@TP	Story	0.00	0.31	0.69
AFWall+	IC3dial&Story@All	IC3dial	0.00	0.00	1.00
AFWall+	IC3dial&Story@All	Story	0.00	1.00	0.00
AFWall+	IC3dial&ICCBot@TP	IC3dial	0.00	0.00	1.00
AFWall+	IC3dial&ICCBot@TP	ICCBot	0.00	0.97	0.03
AFWall+	IC3dial&ICCBot@All	IC3dial	0.00	0.00	1.00
AFWall+	IC3dial&ICCBot@All	ICCBot	0.00	1.00	0.00
AFWall+	A3E&Story@TP	A3E	0.07	0.10	0.83
AFWall+	A3E&Story@TP	Story	0.07	0.24	0.69
AFWall+	A3E&Story@All	A3E	0.15	0.23	0.62
AFWall+	A3E&Story@All	Story	0.15	0.62	0.23
AFWall+	A3E&ICCBot@TP	A3E	0.17	0.00	0.83
AFWall+	A3E&ICCBot@TP	ICCBot	0.17	0.79	0.03
AFWall+	A3E&ICCBot@All	A3E	0.09	0.00	0.91
AFWall+	A3E&ICCBot@All	ICCBot	0.09	0.91	0.00
AFWall+	Story&ICCBot@TP	Story	0.31	0.00	0.69
AFWall+	Story&ICCBot@TP	ICCBot	0.31	0.66	0.03
AFWall+	Story&ICCBot@All	Story	0.15	0.02	0.83
AFWall+	Story&ICCBot@All	ICCBot	0.15	0.83	0.02
Padland	Gator&IC3@TP	Gator	0.10	0.60	0.30
Padland	Gator&IC3@TP	IC3	0.10	0.00	0.90
Padland	Gator&IC3@All	Gator	0.11	0.84	0.05
Padland	Gator&IC3@All	IC3	0.11	0.05	0.84
Padland	Gator&IC3dial@TP	Gator	0.10	0.60	0.30
Padland	Gator&IC3dial@TP	IC3dial	0.10	0.00	0.90
Padland	Gator&IC3dial@All	Gator	0.11	0.84	0.05
Padland	Gator&IC3dial@All	IC3dial	0.11	0.05	0.84
Padland	Gator&A3E@TP	Gator	0.05	0.65	0.30
Padland	Gator&A3E@TP	A3E	0.05	0.00	0.95
Padland	Gator&A3E@All	Gator	0.06	0.94	0.00
Padland	Gator&A3E@All	A3E	0.06	0.00	0.94
Padland	Gator&Story@TP	Gator	0.35	0.35	0.30
Padland	Gator&Story@TP	Story	0.35	0.15	0.50
Padland	Gator&Story@All	Gator	0.36	0.45	0.18
Padland	Gator&Story@All	Story	0.36	0.18	0.45
Padland	Gator&ICCBot@TP	Gator	0.70	0.00	0.30
Padland	Gator&ICCBot@TP	ICCBot	0.70	0.15	0.15
Padland	Gator&ICCBot@All	Gator	0.67	0.08	0.25
Padland	Gator&ICCBot@All	ICCBot	0.67	0.25	0.08
Padland	IC3&IC3dial@TP	IC3	0.10	0.00	0.90
Padland	IC3&IC3dial@TP	IC3dial	0.10	0.00	0.90
Padland	IC3&IC3dial@All	IC3	1.00	0.00	0.00
Padland	IC3&IC3dial@All	IC3dial	1.00	0.00	0.00
Padland	IC3&A3E@TP	IC3	0.00	0.10	0.90
Padland	IC3&A3E@TP	A3E	0.00	0.05	0.95
Padland	IC3&A3E@All	IC3	0.00	0.75	0.25
Padland	IC3&A3E@All	A3E	0.00	0.25	0.75
Padland	IC3&Story@TP	IC3	0.10	0.00	0.90
Padland	IC3&Story@TP	Story	0.10	0.40	0.50
Padland	IC3&Story@All	IC3	0.25	0.00	0.75
Padland	IC3&Story@All	Story	0.25	0.75	0.00
Padland	IC3&ICCBot@TP	IC3	0.10	0.00	0.90
Padland	IC3&ICCBot@TP	ICCBot	0.10	0.75	0.15
Padland	IC3&ICCBot@All	IC3	0.14	0.00	0.86
Padland	IC3&ICCBot@All	ICCBot	0.14	0.86	0.00
Padland	IC3dial&A3E@TP	IC3dial	0.00	0.10	0.90
Padland	IC3dial&A3E@TP	A3E	0.00	0.05	0.95
Padland	IC3dial&A3E@All	IC3dial	0.00	0.75	0.25
Padland	IC3dial&A3E@All	A3E	0.00	0.25	0.75
Padland	IC3dial&Story@TP	IC3dial	0.10	0.00	0.90
Padland	IC3dial&Story@TP	Story	0.10	0.40	0.50
Padland	IC3dial&Story@All	IC3dial	0.25	0.00	0.75
Padland	IC3dial&Story@All	Story	0.25	0.75	0.00
Padland	IC3dial&ICCBot@TP	IC3dial	0.10	0.00	0.90
Padland	IC3dial&ICCBot@TP	ICCBot	0.10	0.75	0.15
Padland	IC3dial&ICCBot@All	IC3dial	0.14	0.00	0.86
Padland	IC3dial&ICCBot@All	ICCBot	0.14	0.86	0.00
Padland	A3E&Story@TP	A3E	0.05	0.00	0.95
Padland	A3E&Story@TP	Story	0.05	0.45	0.50
Padland	A3E&Story@All	A3E	0.08	0.00	0.92
Padland	A3E&Story@All	Story	0.08	0.92	0.00
Padland	A3E&ICCBot@TP	A3E	0.05	0.00	0.95
Padland	A3E&ICCBot@TP	ICCBot	0.05	0.80	0.15
Padland	A3E&ICCBot@All	A3E	0.05	0.00	0.95
Padland	A3E&ICCBot@All	ICCBot	0.05	0.95	0.00
Padland	Story&ICCBot@TP	Story	0.50	0.00	0.50
Padland	Story&ICCBot@TP	ICCBot	0.50	0.35	0.15
Padland	Story&ICCBot@All	Story	0.55	0.00	0.45
Padland	Story&ICCBot@All	ICCBot	0.55	0.45	0.00
SteamGifts	Gator&IC3@TP	Gator	0.31	0.38	0.31
SteamGifts	Gator&IC3@TP	IC3	0.31	0.15	0.54
SteamGifts	Gator&IC3@All	Gator	0.22	0.75	0.03
SteamGifts	Gator&IC3@All	IC3	0.22	0.03	0.75
SteamGifts	Gator&IC3dial@TP	Gator	0.31	0.38	0.31
SteamGifts	Gator&IC3dial@TP	IC3dial	0.31	0.15	0.54
SteamGifts	Gator&IC3dial@All	Gator	0.22	0.75	0.03
SteamGifts	Gator&IC3dial@All	IC3dial	0.22	0.03	0.75
SteamGifts	Gator&A3E@TP	Gator	0.08	0.62	0.31
SteamGifts	Gator&A3E@TP	A3E	0.08	0.08	0.85
SteamGifts	Gator&A3E@All	Gator	0.08	0.83	0.10
SteamGifts	Gator&A3E@All	A3E	0.08	0.10	0.83
SteamGifts	Gator&Story@TP	Gator	0.38	0.31	0.31
SteamGifts	Gator&Story@TP	Story	0.38	0.15	0.46
SteamGifts	Gator&Story@All	Gator	0.25	0.70	0.05
SteamGifts	Gator&Story@All	Story	0.25	0.05	0.70
SteamGifts	Gator&ICCBot@TP	Gator	0.69	0.00	0.31
SteamGifts	Gator&ICCBot@TP	ICCBot	0.69	0.31	0.00
SteamGifts	Gator&ICCBot@All	Gator	0.31	0.53	0.16
SteamGifts	Gator&ICCBot@All	ICCBot	0.31	0.16	0.53
SteamGifts	IC3&IC3dial@TP	IC3	0.46	0.00	0.54
SteamGifts	IC3&IC3dial@TP	IC3dial	0.46	0.00	0.54
SteamGifts	IC3&IC3dial@All	IC3	1.00	0.00	0.00
SteamGifts	IC3&IC3dial@All	IC3dial	1.00	0.00	0.00
SteamGifts	IC3&A3E@TP	IC3	0.00	0.46	0.54
SteamGifts	IC3&A3E@TP	A3E	0.00	0.15	0.85
SteamGifts	IC3&A3E@All	IC3	0.13	0.52	0.35
SteamGifts	IC3&A3E@All	A3E	0.13	0.35	0.52
SteamGifts	IC3&Story@TP	IC3	0.46	0.00	0.54
SteamGifts	IC3&Story@TP	Story	0.46	0.08	0.46
SteamGifts	IC3&Story@All	IC3	0.83	0.00	0.17
SteamGifts	IC3&Story@All	Story	0.83	0.17	0.00
SteamGifts	IC3&ICCBot@TP	IC3	0.46	0.00	0.54
SteamGifts	IC3&ICCBot@TP	ICCBot	0.46	0.54	0.00
SteamGifts	IC3&ICCBot@All	IC3	0.31	0.11	0.58
SteamGifts	IC3&ICCBot@All	ICCBot	0.31	0.58	0.11
SteamGifts	IC3dial&A3E@TP	IC3dial	0.00	0.46	0.54
SteamGifts	IC3dial&A3E@TP	A3E	0.00	0.15	0.85
SteamGifts	IC3dial&A3E@All	IC3dial	0.13	0.52	0.35
SteamGifts	IC3dial&A3E@All	A3E	0.13	0.35	0.52
SteamGifts	IC3dial&Story@TP	IC3dial	0.46	0.00	0.54
SteamGifts	IC3dial&Story@TP	Story	0.46	0.08	0.46
SteamGifts	IC3dial&Story@All	IC3dial	0.83	0.00	0.17
SteamGifts	IC3dial&Story@All	Story	0.83	0.17	0.00
SteamGifts	IC3dial&ICCBot@TP	IC3dial	0.46	0.00	0.54
SteamGifts	IC3dial&ICCBot@TP	ICCBot	0.46	0.54	0.00
SteamGifts	IC3dial&ICCBot@All	IC3dial	0.31	0.11	0.58
SteamGifts	IC3dial&ICCBot@All	ICCBot	0.31	0.58	0.11
SteamGifts	A3E&Story@TP	A3E	0.08	0.08	0.85
SteamGifts	A3E&Story@TP	Story	0.08	0.46	0.46
SteamGifts	A3E&Story@All	A3E	0.26	0.22	0.52
SteamGifts	A3E&Story@All	Story	0.26	0.52	0.22
SteamGifts	A3E&ICCBot@TP	A3E	0.15	0.00	0.85
SteamGifts	A3E&ICCBot@TP	ICCBot	0.15	0.85	0.00
SteamGifts	A3E&ICCBot@All	A3E	0.26	0.06	0.68
SteamGifts	A3E&ICCBot@All	ICCBot	0.26	0.68	0.06
SteamGifts	Story&ICCBot@TP	Story	0.54	0.00	0.46
SteamGifts	Story&ICCBot@TP	ICCBot	0.54	0.46	0.00
SteamGifts	Story&ICCBot@All	Story	0.39	0.11	0.50
SteamGifts	Story&ICCBot@All	ICCBot	0.39	0.50	0.11
Calendula	Gator&IC3@TP	Gator	0.36	0.06	0.58
Calendula	Gator&IC3@TP	IC3	0.36	0.27	0.36
Calendula	Gator&IC3@All	Gator	0.29	0.19	0.52
Calendula	Gator&IC3@All	IC3	0.29	0.52	0.19
Calendula	Gator&IC3dial@TP	Gator	0.00	0.42	0.58
Calendula	Gator&IC3dial@TP	IC3dial	0.00	0.00	1.00
Calendula	Gator&IC3dial@All	Gator	0.00	1.00	0.00
Calendula	Gator&IC3dial@All	IC3dial	0.00	0.00	1.00
Calendula	Gator&A3E@TP	Gator	0.15	0.27	0.58
Calendula	Gator&A3E@TP	A3E	0.15	0.03	0.82
Calendula	Gator&A3E@All	Gator	0.11	0.88	0.02
Calendula	Gator&A3E@All	A3E	0.11	0.02	0.88
Calendula	Gator&Story@TP	Gator	0.24	0.18	0.58
Calendula	Gator&Story@TP	Story	0.24	0.18	0.58
Calendula	Gator&Story@All	Gator	0.16	0.70	0.14
Calendula	Gator&Story@All	Story	0.16	0.14	0.70
Calendula	Gator&ICCBot@TP	Gator	0.39	0.03	0.58
Calendula	Gator&ICCBot@TP	ICCBot	0.39	0.30	0.30
Calendula	Gator&ICCBot@All	Gator	0.37	0.23	0.40
Calendula	Gator&ICCBot@All	ICCBot	0.37	0.40	0.23
Calendula	IC3&IC3dial@TP	IC3	0.00	0.64	0.36
Calendula	IC3&IC3dial@TP	IC3dial	0.00	0.00	1.00
Calendula	IC3&IC3dial@All	IC3	0.00	1.00	0.00
Calendula	IC3&IC3dial@All	IC3dial	0.00	0.00	1.00
Calendula	IC3&A3E@TP	IC3	0.15	0.48	0.36
Calendula	IC3&A3E@TP	A3E	0.15	0.03	0.82
Calendula	IC3&A3E@All	IC3	0.06	0.92	0.01
Calendula	IC3&A3E@All	A3E	0.06	0.01	0.92
Calendula	IC3&Story@TP	IC3	0.39	0.24	0.36
Calendula	IC3&Story@TP	Story	0.39	0.03	0.58
Calendula	IC3&Story@All	IC3	0.16	0.80	0.04
Calendula	IC3&Story@All	Story	0.16	0.04	0.80
Calendula	IC3&ICCBot@TP	IC3	0.55	0.09	0.36
Calendula	IC3&ICCBot@TP	ICCBot	0.55	0.15	0.30
Calendula	IC3&ICCBot@All	IC3	0.37	0.41	0.22
Calendula	IC3&ICCBot@All	ICCBot	0.37	0.22	0.41
Calendula	IC3dial&A3E@TP	IC3dial	0.00	0.00	1.00
Calendula	IC3dial&A3E@TP	A3E	0.00	0.18	0.82
Calendula	IC3dial&A3E@All	IC3dial	0.00	0.00	1.00
Calendula	IC3dial&A3E@All	A3E	0.00	1.00	0.00
Calendula	IC3dial&Story@TP	IC3dial	0.00	0.00	1.00
Calendula	IC3dial&Story@TP	Story	0.00	0.42	0.58
Calendula	IC3dial&Story@All	IC3dial	0.00	0.00	1.00
Calendula	IC3dial&Story@All	Story	0.00	1.00	0.00
Calendula	IC3dial&ICCBot@TP	IC3dial	0.00	0.00	1.00
Calendula	IC3dial&ICCBot@TP	ICCBot	0.00	0.70	0.30
Calendula	IC3dial&ICCBot@All	IC3dial	0.00	0.00	1.00
Calendula	IC3dial&ICCBot@All	ICCBot	0.00	1.00	0.00
Calendula	A3E&Story@TP	A3E	0.15	0.03	0.82
Calendula	A3E&Story@TP	Story	0.15	0.27	0.58
Calendula	A3E&Story@All	A3E	0.30	0.05	0.65
Calendula	A3E&Story@All	Story	0.30	0.65	0.05
Calendula	A3E&ICCBot@TP	A3E	0.15	0.03	0.82
Calendula	A3E&ICCBot@TP	ICCBot	0.15	0.55	0.30
Calendula	A3E&ICCBot@All	A3E	0.08	0.01	0.90
Calendula	A3E&ICCBot@All	ICCBot	0.08	0.90	0.01
Calendula	Story&ICCBot@TP	Story	0.42	0.00	0.58
Calendula	Story&ICCBot@TP	ICCBot	0.42	0.27	0.30
Calendula	Story&ICCBot@All	Story	0.22	0.04	0.74
Calendula	Story&ICCBot@All	ICCBot	0.22	0.74	0.04
AnkiDroid	Gator&IC3@TP	Gator	0.32	0.11	0.58
AnkiDroid	Gator&IC3@TP	IC3	0.32	0.16	0.52
AnkiDroid	Gator&IC3@All	Gator	0.33	0.11	0.57
AnkiDroid	Gator&IC3@All	IC3	0.33	0.57	0.11
AnkiDroid	Gator&IC3dial@TP	Gator	0.00	0.42	0.58
AnkiDroid	Gator&IC3dial@TP	IC3dial	0.00	0.00	1.00
AnkiDroid	Gator&IC3dial@All	Gator	0.00	1.00	0.00
AnkiDroid	Gator&IC3dial@All	IC3dial	0.00	0.00	1.00
AnkiDroid	Gator&A3E@TP	Gator	0.12	0.30	0.58
AnkiDroid	Gator&A3E@TP	A3E	0.12	0.04	0.84
AnkiDroid	Gator&A3E@All	Gator	0.10	0.84	0.06
AnkiDroid	Gator&A3E@All	A3E	0.10	0.06	0.84
AnkiDroid	Gator&Story@TP	Gator	0.00	0.42	0.58
AnkiDroid	Gator&Story@TP	Story	0.00	0.03	0.97
AnkiDroid	Gator&Story@All	Gator	0.00	0.97	0.03
AnkiDroid	Gator&Story@All	Story	0.00	0.03	0.97
AnkiDroid	Gator&ICCBot@TP	Gator	0.34	0.08	0.58
AnkiDroid	Gator&ICCBot@TP	ICCBot	0.34	0.27	0.38
AnkiDroid	Gator&ICCBot@All	Gator	0.22	0.51	0.27
AnkiDroid	Gator&ICCBot@All	ICCBot	0.22	0.27	0.51
AnkiDroid	IC3&IC3dial@TP	IC3	0.00	0.48	0.52
AnkiDroid	IC3&IC3dial@TP	IC3dial	0.00	0.00	1.00
AnkiDroid	IC3&IC3dial@All	IC3	0.00	1.00	0.00
AnkiDroid	IC3&IC3dial@All	IC3dial	0.00	0.00	1.00
AnkiDroid	IC3&A3E@TP	IC3	0.15	0.33	0.52
AnkiDroid	IC3&A3E@TP	A3E	0.15	0.01	0.84
AnkiDroid	IC3&A3E@All	IC3	0.06	0.92	0.02
AnkiDroid	IC3&A3E@All	A3E	0.06	0.02	0.92
AnkiDroid	IC3&Story@TP	IC3	0.01	0.47	0.52
AnkiDroid	IC3&Story@TP	Story	0.01	0.01	0.97
AnkiDroid	IC3&Story@All	IC3	0.01	0.98	0.01
AnkiDroid	IC3&Story@All	Story	0.01	0.01	0.98
AnkiDroid	IC3&ICCBot@TP	IC3	0.44	0.04	0.52
AnkiDroid	IC3&ICCBot@TP	ICCBot	0.44	0.18	0.38
AnkiDroid	IC3&ICCBot@All	IC3	0.17	0.71	0.12
AnkiDroid	IC3&ICCBot@All	ICCBot	0.17	0.12	0.71
AnkiDroid	IC3dial&A3E@TP	IC3dial	0.00	0.00	1.00
AnkiDroid	IC3dial&A3E@TP	A3E	0.00	0.16	0.84
AnkiDroid	IC3dial&A3E@All	IC3dial	0.00	0.00	1.00
AnkiDroid	IC3dial&A3E@All	A3E	0.00	1.00	0.00
AnkiDroid	IC3dial&Story@TP	IC3dial	0.00	0.00	1.00
AnkiDroid	IC3dial&Story@TP	Story	0.00	0.03	0.97
AnkiDroid	IC3dial&Story@All	IC3dial	0.00	0.00	1.00
AnkiDroid	IC3dial&Story@All	Story	0.00	1.00	0.00
AnkiDroid	IC3dial&ICCBot@TP	IC3dial	0.00	0.00	1.00
AnkiDroid	IC3dial&ICCBot@TP	ICCBot	0.00	0.62	0.38
AnkiDroid	IC3dial&ICCBot@All	IC3dial	0.00	0.00	1.00
AnkiDroid	IC3dial&ICCBot@All	ICCBot	0.00	1.00	0.00
AnkiDroid	A3E&Story@TP	A3E	0.01	0.15	0.84
AnkiDroid	A3E&Story@TP	Story	0.01	0.01	0.97
AnkiDroid	A3E&Story@All	A3E	0.06	0.81	0.13
AnkiDroid	A3E&Story@All	Story	0.06	0.13	0.81
AnkiDroid	A3E&ICCBot@TP	A3E	0.16	0.00	0.84
AnkiDroid	A3E&ICCBot@TP	ICCBot	0.16	0.45	0.38
AnkiDroid	A3E&ICCBot@All	A3E	0.25	0.00	0.75
AnkiDroid	A3E&ICCBot@All	ICCBot	0.25	0.75	0.00
AnkiDroid	Story&ICCBot@TP	Story	0.03	0.00	0.97
AnkiDroid	Story&ICCBot@TP	ICCBot	0.03	0.59	0.38
AnkiDroid	Story&ICCBot@All	Story	0.03	0.02	0.95
AnkiDroid	Story&ICCBot@All	ICCBot	0.03	0.95	0.02
